# Multi-shell tensor1225.dat file for HCP Lifespan
# Diffusion gradient vectors for GE scanners
# from Lifespan HCP-Development and HCP-Aging protocol package 
# (Version 2019.01.14)
#
# 01/25/2022
# Creator: Jaemin Shin(Jaemin.Shin@ge.com), Baolian Yang(Baolian.Yang@ge.com)
#
# Please use the following configuration on the MR Operator Console:
#  - Advanced tab: CV11 - tensor file name: n=1225
#  - Diffusion tab: b-value: 3000
#  - Diffusion tab: number of directions (TENSOR): 198
#
# Multi-shell details:
# Diffusion 198 = Diffusion 98 + 1 x b0 + Diffusion 99
#  - Interspersed b0: b value = 0 s/mm2; directions = 13
#  - Shell 1: b value = 1500 s/mm2; directions = 92
#  - Shell 2: b value = 3000 s/mm2; directions = 93
# Diffusion 98
#  - Interspersed b0: b value = 0 s/mm2; directions = 6
#  - Shell 1: b value = 1500 s/mm2; directions = 46
#  - Shell 2: b value = 3000 s/mm2; directions = 46
# Diffusion 99
#  - Interspersed b0: b value = 0 s/mm2; directions = 6
#  - Shell 1: b value = 1500 s/mm2; directions = 47
#  - Shell 2: b value = 3000 s/mm2; directions = 46
# 
# [Reference]
# Harms MP, Somerville LH, Ances BM, Andersson J, Barch DM, Bastiani M, 
# Bookheimer SY, Brown TB, Buckner RL, Burgess GC, Coalson TS. 
# Extending the Human Connectome Project across ages: Imaging protocols 
# for the Lifespan Development and Aging projects. 
# Neuroimage. 2018 Dec 1;183:972-84.
# https://doi.org/10.1016/j.neuroimage.2018.09.060
#
# Emmanuel Caruyer, Christophe Lenglet, Guillermo Sapiro, Rachid Deriche. 
# Design of multishell sampling schemes with uniform coverage in diffusion MRI.
# Magnetic Resonance in Medicine, 2013, 69:1534-1540. 
# http://dx.doi.org/10.1002/mrm.24736
# 
# Tool available at:
# http://www.emmanuelcaruyer.com/q-space-sampling.php
#
# Lifespan HCP-Development and HCP-Aging protocol package at:
# https://www.humanconnectome.org/study/hcp-lifespan-development/project-protocol/imaging-protocols-hcp-development
# https://www.humanconnectome.org/storage/app/media/protocols/HCP_VE11C_Prisma_2019.01.14.zip
#
6
1.000000 0.000000 0.000000
0.446000 0.895000 0.000000
0.447000 0.275000 0.851000
0.448000 -0.723000 -0.525000
0.447000 -0.724000 0.526000
-0.449000 -0.277000 0.850000
7
1.000000 0.000000 0.000000
0.333000 0.943000 0.000000
-0.334000 0.472000 0.816000
0.577000 -0.817000 0.001000
0.333000 -0.472000 0.817000
-0.578000 -0.407000 0.707000
0.577000 0.408000 0.707000
8
1.000000 0.000000 0.000000
0.488000 0.873000 0.000000
-0.200000 0.268000 0.942000
0.678000 -0.700000 0.224000
0.119000 -0.599000 0.792000
-0.686000 -0.324000 0.651000
0.631000 0.265000 0.729000
-0.229000 0.876000 0.425000
9
1.000000 0.000000 0.000000
0.251000 0.968000 0.000000
-0.078000 0.116000 0.990000
0.604000 -0.786000 0.133000
0.000000 -0.691000 0.723000
-0.723000 -0.366000 0.586000
0.671000 -0.178000 0.720000
-0.488000 0.628000 0.606000
0.548000 0.606000 0.577000
10
1.000000 0.000000 0.000000
0.678000 0.735000 0.000000
-0.556000 0.504000 0.661000
0.672000 -0.733000 0.106000
-0.012000 -0.801000 0.598000
-0.680000 -0.310000 0.664000
-0.045000 -0.011000 0.999000
-0.024000 0.966000 0.257000
0.458000 0.521000 0.721000
0.658000 -0.250000 0.710000
11
1.000000 0.000000 0.000000
0.723000 0.691000 0.000000
0.069000 -0.263000 0.962000
0.725000 -0.595000 -0.347000
-0.216000 -0.822000 0.528000
-0.694000 -0.194000 0.693000
0.477000 0.546000 0.689000
-0.020000 0.969000 0.245000
0.737000 -0.138000 0.662000
0.517000 -0.777000 0.359000
0.233000 -0.429000 -0.872000
12
1.000000 0.000000 0.000000
0.726000 0.688000 0.000000
0.167000 -0.199000 0.966000
0.732000 -0.619000 -0.284000
-0.239000 -0.710000 0.662000
-0.759000 -0.223000 0.612000
0.544000 0.480000 0.688000
0.079000 0.997000 -0.005000
0.773000 -0.183000 0.608000
0.485000 -0.782000 0.392000
0.081000 -0.788000 -0.611000
0.363000 -0.245000 -0.899000
13
1.000000 0.000000 0.000000
